CD_CLI;NR_CTR;VR_CTR;DT_CTR;N_PARCELA;VR_PARCELA;CODIGO
11138;11238;52985;06-jan.-20;120;441,54;11138
11139;11239;62501;06-jan.-20;360;173,61;11139
11140;11240;12054;06-jan.-20;48;251,13;11140
11141;11241;15039;06-jan.-20;72;208,88;11141
11142;11242;86273;06-jan.-20;360;239,65;11142
11143;11243;42648;06-jan.-20;120;355,40;11143
11144;11244;69448;06-jan.-20;360;192,91;11144
11145;11245;53413;06-jan.-20;120;445,11;11145
11146;11246;34692;06-jan.-20;36;963,67;11146
11147;11247;81936;06-jan.-20;360;227,60;11147
11148;11248;98280;06-jan.-20;360;273,00;11148
11149;11249;1261;06-jan.-20;24;52,54;11149
11150;11250;20155;06-jan.-20;36;559,86;11150
11151;11251;14719;06-jan.-20;48;306,65;11151
11152;11252;33630;06-jan.-20;36;934,17;11152
11153;11253;13054;06-jan.-20;36;362,61;11153
11154;11254;68555;06-jan.-20;360;190,43;11154
11155;11255;59731;06-jan.-20;360;165,92;11155
11156;11256;49126;06-jan.-20;120;409,38;11156
11157;11257;44378;06-jan.-20;120;369,82;11157
11158;11258;83354;06-jan.-20;360;231,54;11158
11159;11259;81594;06-jan.-20;360;226,65;11159
11160;11260;25835;06-jan.-20;48;538,23;11160
11161;11261;54505;06-jan.-20;120;454,21;11161
11162;11262;20122;06-jan.-20;72;279,47;11162
11163;11263;42863;06-jan.-20;120;357,19;11163
11164;11264;65963;06-jan.-20;360;183,23;11164
11165;11265;72544;06-jan.-20;360;201,51;11165
11166;11266;70158;06-jan.-20;360;194,88;11166
11167;11267;49665;06-jan.-20;120;413,88;11167
11168;11268;8793;06-jan.-20;80;109,91;11168
11169;11269;89804;06-jan.-20;360;249,46;11169
11170;11270;37675;06-jan.-20;24;1569,79;11170
11171;11271;57358;06-jan.-20;240;238,99;11171
11172;11272;24006;06-jan.-20;24;1000,25;11172
11173;11273;21901;06-jan.-20;24;912,54;11173
11174;11274;88164;06-jan.-20;360;244,90;11174
11175;11275;59864;06-jan.-20;360;166,29;11175
11176;11276;38203;06-jan.-20;60;636,72;11176
11177;11277;73928;06-jan.-20;360;205,36;11177
11178;11278;50511;06-jan.-20;240;210,46;11178
11179;11279;76129;06-jan.-20;360;211,47;11179
11180;11280;60316;06-jan.-20;360;167,54;11180
11181;11281;2293;06-jan.-20;18;127,39;11181
11182;11282;35638;06-jan.-20;48;742,46;11182
11183;11283;33962;06-jan.-20;36;943,39;11183
11184;11284;14079;06-jan.-20;36;391,08;11184
11185;11285;21179;06-jan.-20;24;882,46;11185
11186;11286;73003;06-jan.-20;360;202,79;11186
11187;11287;37956;06-jan.-20;72;527,17;11187
11188;11288;79676;06-jan.-20;360;221,32;11188
11189;11289;4070;06-jan.-20;36;113,06;11189
11190;11290;62753;06-jan.-20;360;174,31;11190
11191;11291;81540;06-jan.-20;360;226,50;11191
11192;11292;77704;06-jan.-20;360;215,84;11192
11193;11293;58682;06-jan.-20;240;244,51;11193
11194;11294;71960;06-jan.-20;360;199,89;11194
11195;11295;44390;06-jan.-20;120;369,92;11195
11196;11296;83185;06-jan.-20;360;231,07;11196
11197;11297;62450;06-jan.-20;360;173,47;11197
11198;11298;97743;06-jan.-20;360;271,51;11198
11199;11299;62655;06-jan.-20;360;174,04;11199
11200;11300;19881;06-jan.-20;24;828,38;11200
11201;11301;62978;06-jan.-20;360;174,94;11201
11202;11302;61773;06-jan.-20;360;171,59;11202
11203;11303;89293;06-jan.-20;360;248,04;11203
11204;11304;60193;06-jan.-20;360;167,20;11204
11205;11305;9289;06-jan.-20;60;154,82;11205
11206;11306;56697;06-jan.-20;240;236,24;11206
11207;11307;23603;06-jan.-20;36;655,64;11207
11208;11308;45999;06-jan.-20;120;383,33;11208
11209;11309;62317;06-jan.-20;360;173,10;11209
11210;11310;16797;06-jan.-20;48;349,94;11210
11211;11311;49936;06-jan.-20;120;416,13;11211
11212;11312;52792;06-jan.-20;240;219,97;11212
11213;11313;18506;06-jan.-20;36;514,06;11213
11214;11314;8500;06-jan.-20;80;106,25;11214
11215;11315;62059;06-jan.-20;360;172,39;11215
11216;11316;64396;06-jan.-20;360;178,88;11216
11217;11317;20665;06-jan.-20;60;344,42;11217
11218;11318;25672;06-jan.-20;72;356,56;11218
11219;11319;67319;06-jan.-20;360;187,00;11219
11220;11320;3022;06-jan.-20;18;167,89;11220
11221;11321;8512;06-jan.-20;80;106,40;11221
11222;11322;66840;06-jan.-20;360;185,67;11222
11223;11323;93522;06-jan.-20;360;259,78;11223
11224;11324;13801;06-jan.-20;48;287,52;11224
11225;11325;30499;06-jan.-20;72;423,60;11225
11226;11326;62248;06-jan.-20;360;172,91;11226
11227;11327;29982;06-jan.-20;36;832,83;11227
11228;11328;92222;06-jan.-20;360;256,17;11228
11229;11329;65276;06-jan.-20;360;181,32;11229
11230;11330;29049;06-jan.-20;48;605,19;11230
11231;11331;28505;06-jan.-20;48;593,85;11231
11232;11332;52074;06-jan.-20;240;216,98;11232
11233;11333;19316;06-jan.-20;36;536,56;11233
11234;11334;58530;06-jan.-20;240;243,88;11234
11235;11335;63013;06-jan.-20;360;175,04;11235
11236;11336;62644;06-jan.-20;360;174,01;11236
11237;11337;20673;06-jan.-20;36;574,25;11237
11238;11338;3042;06-jan.-20;18;169,00;11238
11239;11339;42024;06-jan.-20;120;350,20;11239
11240;11340;69735;06-jan.-20;360;193,71;11240
11241;11341;46543;06-jan.-20;120;387,86;11241
11242;11342;52360;06-jan.-20;240;218,17;11242
11243;11343;46724;06-jan.-20;120;389,37;11243
11244;11344;24413;06-jan.-20;24;1017,21;11244
11245;11345;45006;06-jan.-20;120;375,05;11245
11246;11346;39037;06-jan.-20;36;1084,36;11246
11247;11347;46309;06-jan.-20;120;385,91;11247
11248;11348;22082;06-jan.-20;24;920,08;11248
11249;11349;68258;06-jan.-20;360;189,61;11249
11250;11350;51661;06-jan.-20;240;215,25;11250
11251;11351;41566;06-jan.-20;120;346,38;11251
11252;11352;2498;06-jan.-20;12;208,17;11252
11253;11353;43490;06-jan.-20;120;362,42;11253
11254;11354;75835;06-jan.-20;360;210,65;11254
11255;11355;21484;06-jan.-20;36;596,78;11255
11256;11356;57439;06-jan.-20;240;239,33;11256
11257;11357;77254;06-jan.-20;360;214,59;11257
11258;11358;43952;06-jan.-20;120;366,27;11258
11259;11359;54082;06-jan.-20;120;450,68;11259
11260;11360;35679;06-jan.-20;48;743,31;11260
11261;11361;21229;06-jan.-20;60;353,82;11261
11262;11362;72000;06-jan.-20;360;200,00;11262
11263;11363;65228;06-jan.-20;360;181,19;11263
11264;11364;32565;06-jan.-20;36;904,58;11264
11265;11365;74097;06-jan.-20;360;205,83;11265
11266;11366;64459;06-jan.-20;360;179,05;11266
11267;11367;97932;06-jan.-20;360;272,03;11267
11268;11368;77303;06-jan.-20;360;214,73;11268
11269;11369;71597;06-jan.-20;360;198,88;11269
11270;11370;26639;06-jan.-20;48;554,98;11270
11271;11371;98409;06-jan.-20;360;273,36;11271
11272;11372;60509;06-jan.-20;360;168,08;11272
11273;11373;93279;06-jan.-20;360;259,11;11273
11274;11374;99342;06-jan.-20;360;275,95;11274
11275;11375;72228;06-jan.-20;360;200,63;11275
11276;11376;46150;06-jan.-20;120;384,58;11276
11277;11377;9439;06-jan.-20;48;196,65;11277
11278;11378;60397;06-jan.-20;360;167,77;11278
11279;11379;11935;06-jan.-20;48;248,65;11279
11280;11380;7855;06-jan.-20;60;130,92;11280
11281;11381;76589;06-jan.-20;360;212,75;11281
11282;11382;1396;06-jan.-20;12;116,33;11282
11283;11383;38672;06-jan.-20;48;805,67;11283
11284;11384;15946;06-jan.-20;36;442,94;11284
11285;11385;31538;06-jan.-20;24;1314,08;11285
11286;11386;3051;06-jan.-20;18;169,50;11286
11287;11387;26064;06-jan.-20;72;362,00;11287
11288;11388;5612;06-jan.-20;42;133,62;11288
11289;11389;67422;06-jan.-20;360;187,28;11289
11290;11390;66405;06-jan.-20;360;184,46;11290
11291;11391;39677;06-jan.-20;60;661,28;11291
11292;11392;32809;06-jan.-20;48;683,52;11292
11293;11393;30408;06-jan.-20;36;844,67;11293
11294;11394;23183;06-jan.-20;60;386,38;11294
11295;11395;85569;06-jan.-20;360;237,69;11295
11296;11396;27776;06-jan.-20;60;462,93;11296
11297;11397;2753;06-jan.-20;18;152,94;11297
11298;11398;36682;06-jan.-20;72;509,47;11298
11299;11399;7272;06-jan.-20;72;101,00;11299
11300;11400;51096;06-jan.-20;240;212,90;11300
11301;11401;94314;06-jan.-20;360;261,98;11301
11302;11402;68158;06-jan.-20;360;189,33;11302
11303;11403;17109;06-jan.-20;36;475,25;11303
11304;11404;39423;06-jan.-20;60;657,05;11304
11305;11405;78125;06-jan.-20;360;217,01;11305
11306;11406;23883;06-jan.-20;60;398,05;11306
11307;11407;18085;06-jan.-20;60;301,42;11307
11308;11408;66319;06-jan.-20;360;184,22;11308
11309;11409;49298;06-jan.-20;120;410,82;11309
11310;11410;89937;06-jan.-20;360;249,83;11310
11311;11411;19941;06-jan.-20;60;332,35;11311
11312;11412;96728;06-jan.-20;360;268,69;11312
11313;11413;46287;06-jan.-20;120;385,73;11313
11314;11414;63221;06-jan.-20;360;175,61;11314
11315;11415;85440;06-jan.-20;360;237,33;11315
11316;11416;91469;06-jan.-20;360;254,08;11316
11317;11417;67865;06-jan.-20;360;188,51;11317
11318;11418;99835;06-jan.-20;360;277,32;11318
11319;11419;33099;06-jan.-20;48;689,56;11319
11320;11420;68906;06-jan.-20;360;191,41;11320
11321;11421;44787;06-jan.-20;120;373,23;11321
11322;11422;28728;06-jan.-20;36;798,00;11322
11323;11423;48881;06-jan.-20;120;407,34;11323
11324;11424;10767;06-jan.-20;36;299,08;11324
11325;11425;83949;06-jan.-20;360;233,19;11325
11326;11426;32749;06-jan.-20;72;454,85;11326
11327;11427;18119;06-jan.-20;24;754,96;11327
11328;11428;25987;06-jan.-20;36;721,86;11328
11329;11429;62589;06-jan.-20;360;173,86;11329
11330;11430;17366;06-jan.-20;36;482,39;11330
11331;11431;3225;06-jan.-20;24;134,38;11331
11332;11432;27785;06-jan.-20;36;771,81;11332
11333;11433;68163;06-jan.-20;360;189,34;11333
11334;11434;55465;06-jan.-20;120;462,21;11334
11335;11435;66579;06-jan.-20;360;184,94;11335
11336;11436;12188;06-jan.-20;24;507,83;11336
11337;11437;16861;06-jan.-20;48;351,27;11337
11338;11438;73639;06-jan.-20;360;204,55;11338
11339;11439;35363;06-jan.-20;48;736,73;11339
11340;11440;63323;06-jan.-20;360;175,90;11340
11341;11441;84512;06-jan.-20;360;234,76;11341
11342;11442;22905;06-jan.-20;72;318,13;11342
11343;11443;25251;06-jan.-20;60;420,85;11343
11344;11444;66439;06-jan.-20;360;184,55;11344
11345;11445;37501;06-jan.-20;48;781,27;11345
11346;11446;35570;06-jan.-20;24;1482,08;11346
11347;11447;92041;06-jan.-20;360;255,67;11347
11348;11448;11218;06-jan.-20;36;311,61;11348
11349;11449;90376;06-jan.-20;360;251,04;11349
11350;11450;61168;06-jan.-20;360;169,91;11350
11351;11451;90456;06-jan.-20;360;251,27;11351
11352;11452;68022;06-jan.-20;360;188,95;11352
11353;11453;13673;06-jan.-20;72;189,90;11353
11354;11454;72462;06-jan.-20;360;201,28;11354
11355;11455;25769;06-jan.-20;72;357,90;11355
11356;11456;67751;06-jan.-20;360;188,20;11356
11357;11457;31559;06-jan.-20;48;657,48;11357
11358;11458;12614;06-jan.-20;48;262,79;11358
11359;11459;38949;06-jan.-20;48;811,44;11359
11360;11460;44051;06-jan.-20;120;367,09;11360
11361;11461;62259;06-jan.-20;360;172,94;11361
11362;11462;16577;06-jan.-20;24;690,71;11362
11363;11463;42377;06-jan.-20;120;353,14;11363
11364;11464;14505;06-jan.-20;36;402,92;11364
11365;11465;93580;06-jan.-20;360;259,94;11365
11366;11466;89410;06-jan.-20;360;248,36;11366
11367;11467;48430;06-jan.-20;120;403,58;11367
11368;11468;91055;06-jan.-20;360;252,93;11368
11369;11469;98795;06-jan.-20;360;274,43;11369
11370;11470;10541;06-jan.-20;48;219,60;11370
11371;11471;99003;06-jan.-20;360;275,01;11371
11372;11472;34547;06-jan.-20;48;719,73;11372
11373;11473;68350;06-jan.-20;360;189,86;11373
11374;11474;86772;06-jan.-20;360;241,03;11374
11375;11475;25616;20-jan.-20;36;711,56;11375
11376;11476;83151;20-jan.-20;360;230,98;11376
11377;11477;10145;20-jan.-20;60;169,08;11377
11378;11478;41876;20-jan.-20;120;348,97;11378
11379;11479;26925;20-jan.-20;36;747,92;11379
11380;11480;84677;20-jan.-20;360;235,21;11380
11381;11481;31455;20-jan.-20;72;436,88;11381
11382;11482;4542;20-jan.-20;24;189,25;11382
11383;11483;31520;20-jan.-20;36;875,56;11383
11384;11484;41390;20-jan.-20;120;344,92;11384
11385;11485;58814;20-jan.-20;240;245,06;11385
11386;11486;54580;20-jan.-20;120;454,83;11386
11387;11487;29625;20-jan.-20;36;822,92;11387
11388;11488;88080;20-jan.-20;360;244,67;11388
11389;11489;35689;20-jan.-20;36;991,36;11389
11390;11490;4976;20-jan.-20;48;103,67;11390
11391;11491;5677;20-jan.-20;42;135,17;11391
11392;11492;48581;20-jan.-20;120;404,84;11392
11393;11493;87256;20-jan.-20;360;242,38;11393
11394;11494;67446;20-jan.-20;360;187,35;11394
11395;11495;46239;20-jan.-20;120;385,33;11395
11396;11496;34386;20-jan.-20;72;477,58;11396
11397;11497;26212;20-jan.-20;48;546,08;11397
11398;11498;56982;20-jan.-20;240;237,43;11398
11399;11499;33926;20-jan.-20;36;942,39;11399
11400;11500;87449;20-jan.-20;360;242,91;11400
11401;11501;49706;20-jan.-20;120;414,22;11401
11402;11502;50259;20-jan.-20;240;209,41;11402
11403;11503;30858;20-jan.-20;36;857,17;11403
11404;11504;76708;20-jan.-20;360;213,08;11404
11405;11505;13194;20-jan.-20;36;366,50;11405
11406;11506;27254;20-jan.-20;36;757,06;11406
11407;11507;69212;20-jan.-20;360;192,26;11407
11408;11508;33794;20-jan.-20;72;469,36;11408
11409;11509;65694;20-jan.-20;360;182,48;11409
11410;11510;70350;20-jan.-20;360;195,42;11410
11411;11511;53066;20-jan.-20;120;442,22;11411
11412;11512;89029;20-jan.-20;360;247,30;11412
11413;11513;43066;20-jan.-20;120;358,88;11413
11414;11514;36413;20-jan.-20;72;505,74;11414
11415;11515;44085;20-jan.-20;120;367,38;11415
11416;11516;69134;20-jan.-20;360;192,04;11416
11417;11517;65593;20-jan.-20;360;182,20;11417
11418;11518;72523;20-jan.-20;360;201,45;11418
11419;11519;57434;20-jan.-20;240;239,31;11419
11420;11520;62401;20-jan.-20;360;173,34;11420
11421;11521;30616;20-jan.-20;24;1275,67;11421
11422;11522;88599;20-jan.-20;360;246,11;11422
11423;11523;64892;20-jan.-20;360;180,26;11423
11424;11524;55997;20-jan.-20;120;466,64;11424
11425;11525;23336;20-jan.-20;36;648,22;11425
11426;11526;42220;20-jan.-20;120;351,83;11426
11427;11527;30785;20-jan.-20;72;427,57;11427
11428;11528;55081;20-jan.-20;120;459,01;11428
11429;11529;76961;20-jan.-20;360;213,78;11429
11430;11530;50244;20-jan.-20;240;209,35;11430
11431;11531;15057;20-jan.-20;60;250,95;11431
11432;11532;14537;20-jan.-20;60;242,28;11432
11433;11533;38472;20-jan.-20;72;534,33;11433
11434;11534;76504;20-jan.-20;360;212,51;11434
11435;11535;35992;20-jan.-20;48;749,83;11435
11436;11536;65935;20-jan.-20;360;183,15;11436
11437;11537;28261;20-jan.-20;48;588,77;11437
11438;11538;65838;20-jan.-20;360;182,88;11438
11439;11539;76629;20-jan.-20;360;212,86;11439
11440;11540;23441;20-jan.-20;48;488,35;11440
11441;11541;47884;20-jan.-20;120;399,03;11441
11442;11542;75768;20-jan.-20;360;210,47;11442
11443;11543;96311;20-jan.-20;360;267,53;11443
11444;11544;51920;20-jan.-20;240;216,33;11444
11445;11545;22044;20-jan.-20;48;459,25;11445
11446;11546;94019;20-jan.-20;360;261,16;11446
11447;11547;21243;20-jan.-20;72;295,04;11447
11448;11548;17153;20-jan.-20;36;476,47;11448
11449;11549;95018;20-jan.-20;360;263,94;11449
11450;11550;55022;20-jan.-20;120;458,52;11450
11451;11551;32263;20-jan.-20;72;448,10;11451
11452;11552;97020;20-jan.-20;360;269,50;11452
11453;11553;75192;20-jan.-20;360;208,87;11453
11454;11554;53079;20-jan.-20;120;442,33;11454
11455;11555;84394;20-jan.-20;360;234,43;11455
11456;11556;51487;20-jan.-20;240;214,53;11456
11457;11557;41582;20-jan.-20;120;346,52;11457
11458;11558;10648;20-jan.-20;36;295,78;11458
11459;11559;57805;20-jan.-20;240;240,85;11459
11460;11560;11165;20-jan.-20;72;155,07;11460
11461;11561;64133;20-jan.-20;360;178,15;11461
11462;11562;16352;20-jan.-20;36;454,22;11462
11463;11563;13442;20-jan.-20;48;280,04;11463
11464;11564;44491;20-jan.-20;120;370,76;11464
11465;11565;26563;20-jan.-20;72;368,93;11465
11466;11566;39171;20-jan.-20;72;544,04;11466
11467;11567;20171;20-jan.-20;24;840,46;11467
11468;11568;18752;20-jan.-20;72;260,44;11468
11469;11569;98750;20-jan.-20;360;274,31;11469
11470;11570;46884;20-jan.-20;120;390,70;11470
11471;11571;47752;20-jan.-20;120;397,93;11471
11472;11572;15424;20-jan.-20;36;428,44;11472
11473;11573;25328;20-jan.-20;24;1055,33;11473
11474;11574;26928;20-jan.-20;36;748,00;11474
11475;11575;87742;20-jan.-20;360;243,73;11475
11476;11576;62385;20-jan.-20;360;173,29;11476
11477;11577;42679;20-jan.-20;120;355,66;11477
11478;11578;36952;20-jan.-20;36;1026,44;11478
11479;11579;11643;20-jan.-20;72;161,71;11479
11480;11580;58599;20-jan.-20;240;244,16;11480
11481;11581;5317;20-jan.-20;24;221,54;11481
11482;11582;28728;20-jan.-20;24;1197,00;11482
11483;11583;7319;20-jan.-20;72;101,65;11483
11484;11584;57099;20-jan.-20;240;237,91;11484
11485;11585;30702;20-jan.-20;24;1279,25;11485
11486;11586;59411;20-jan.-20;360;165,03;11486
11487;11587;39904;20-jan.-20;60;665,07;11487
11488;11588;24392;20-jan.-20;48;508,17;11488
11489;11589;42138;20-jan.-20;120;351,15;11489
11490;11590;63762;20-jan.-20;360;177,12;11490
11491;11591;77739;20-jan.-20;360;215,94;11491
11492;11592;25691;20-jan.-20;48;535,23;11492
11493;11593;13011;20-jan.-20;60;216,85;11493
11494;11594;39713;20-jan.-20;60;661,88;11494
11495;11595;81775;20-jan.-20;360;227,15;11495
11496;11596;39078;20-jan.-20;36;1085,50;11496
11497;11597;43464;20-jan.-20;120;362,20;11497
11498;11598;62615;20-jan.-20;360;173,93;11498
11499;11599;27495;20-jan.-20;36;763,75;11499
11500;11600;77548;20-jan.-20;360;215,41;11500
11501;11601;39569;20-jan.-20;60;659,48;11501
11502;11602;82615;20-jan.-20;360;229,49;11502
11503;11603;8399;20-jan.-20;60;139,98;11503
11504;11604;59503;20-jan.-20;360;165,29;11504
11505;11605;35772;20-jan.-20;24;1490,50;11505
11506;11606;2648;20-jan.-20;18;147,11;11506
11507;11607;71890;20-jan.-20;360;199,69;11507
11508;11608;80646;20-jan.-20;360;224,02;11508
11509;11609;68055;20-jan.-20;360;189,04;11509
11510;11610;16158;20-jan.-20;72;224,42;11510
11511;11611;18373;20-jan.-20;48;382,77;11511
11512;11612;36624;20-jan.-20;36;1017,33;11512
11513;11613;22444;20-jan.-20;24;935,17;11513
11514;11614;12022;20-jan.-20;36;333,94;11514
11515;11615;18654;20-jan.-20;48;388,63;11515
11516;11616;7537;20-jan.-20;72;104,68;11516
11517;11617;26230;20-jan.-20;72;364,31;11517
11518;11618;37097;20-jan.-20;24;1545,71;11518
11519;11619;96560;20-jan.-20;360;268,22;11519
11520;11620;84268;20-jan.-20;360;234,08;11520
11521;11621;19567;20-jan.-20;36;543,53;11521
11522;11622;45546;20-jan.-20;120;379,55;11522
11523;11623;14656;20-jan.-20;36;407,11;11523
11524;11624;75760;20-jan.-20;360;210,44;11524
11525;11625;46253;20-jan.-20;120;385,44;11525
11526;11626;32243;20-jan.-20;36;895,64;11526
11527;11627;46555;20-jan.-20;120;387,96;11527
11528;11628;25864;20-jan.-20;24;1077,67;11528
11529;11629;67508;20-jan.-20;360;187,52;11529
11530;11630;18340;20-jan.-20;60;305,67;11530
11531;11631;26857;20-jan.-20;36;746,03;11531
11532;11632;43786;20-jan.-20;120;364,88;11532
11533;11633;15431;20-jan.-20;72;214,32;11533
11534;11634;86817;20-jan.-20;360;241,16;11534
11535;11635;76886;20-jan.-20;360;213,57;11535
11536;11636;44024;20-jan.-20;120;366,87;11536
11537;11637;57701;20-jan.-20;240;240,42;11537
11538;11638;87312;20-jan.-20;360;242,53;11538
11539;11639;15463;20-jan.-20;24;644,29;11539
11540;11640;54471;20-jan.-20;120;453,93;11540
11541;11641;54691;20-jan.-20;120;455,76;11541
11542;11642;25742;20-jan.-20;36;715,06;11542
11543;11643;54983;20-jan.-20;120;458,19;11543
11544;11644;69647;20-jan.-20;360;193,46;11544
11545;11645;88594;20-jan.-20;360;246,09;11545
11546;11646;8354;20-jan.-20;60;139,23;11546
11547;11647;13266;20-jan.-20;36;368,50;11547
11548;11648;67938;20-jan.-20;360;188,72;11548
11549;11649;32425;20-jan.-20;72;450,35;11549
11550;11650;40088;20-jan.-20;60;668,13;11550
11551;11651;25841;11-fev.-20;36;717,81;11551
11552;11652;5465;11-fev.-20;42;130,12;11552
11553;11653;73084;11-fev.-20;360;203,01;11553
11554;11654;55301;11-fev.-20;120;460,84;11554
11555;11655;55550;11-fev.-20;120;462,92;11555
11556;11656;49664;11-fev.-20;120;413,87;11556
11557;11657;95888;11-fev.-20;360;266,36;11557
11558;11658;11189;11-fev.-20;36;310,81;11558
11559;11659;26415;11-fev.-20;48;550,31;11559
11560;11660;73063;11-fev.-20;360;202,95;11560
11561;11661;68225;11-fev.-20;360;189,51;11561
11562;11662;30160;11-fev.-20;36;837,78;11562
11563;11663;32958;11-fev.-20;48;686,63;11563
11564;11664;9588;11-fev.-20;48;199,75;11564
11565;11665;52554;11-fev.-20;240;218,98;11565
11566;11666;74095;11-fev.-20;360;205,82;11566
11567;11667;33191;11-fev.-20;36;921,97;11567
11568;11668;61338;11-fev.-20;360;170,38;11568
11569;11669;71739;11-fev.-20;360;199,28;11569
11570;11670;94223;11-fev.-20;360;261,73;11570
11571;11671;26113;11-fev.-20;48;544,02;11571
11572;11672;37231;11-fev.-20;36;1034,19;11572
11573;11673;18995;11-fev.-20;72;263,82;11573
11574;11674;72573;11-fev.-20;360;201,59;11574
11575;11675;28658;11-fev.-20;72;398,03;11575
11576;11676;59820;11-fev.-20;360;166,17;11576
11577;11677;26753;11-fev.-20;48;557,35;11577
11578;11678;77775;11-fev.-20;360;216,04;11578
11579;11679;87479;11-fev.-20;360;243,00;11579
11580;11680;24495;11-fev.-20;36;680,42;11580
11581;11681;36442;11-fev.-20;48;759,21;11581
11582;11682;18131;11-fev.-20;72;251,82;11582
11583;11683;77553;11-fev.-20;360;215,43;11583
11584;11684;75309;11-fev.-20;360;209,19;11584
11585;11685;95510;11-fev.-20;360;265,31;11585
11586;11686;76281;11-fev.-20;360;211,89;11586
11587;11687;13421;11-fev.-20;24;559,21;11587
11588;11688;43325;11-fev.-20;120;361,04;11588
11589;11689;61333;11-fev.-20;360;170,37;11589
11590;11690;76928;11-fev.-20;360;213,69;11590
11591;11691;61234;11-fev.-20;360;170,09;11591
11592;11692;86275;11-fev.-20;360;239,65;11592
11593;11693;26429;11-fev.-20;36;734,14;11593
11594;11694;47100;11-fev.-20;120;392,50;11594
11595;11695;51115;11-fev.-20;240;212,98;11595
11596;11696;53644;11-fev.-20;120;447,03;11596
11597;11697;69587;11-fev.-20;360;193,30;11597
11598;11698;56591;11-fev.-20;240;235,80;11598
11599;11699;50645;11-fev.-20;240;211,02;11599
11600;11700;96133;11-fev.-20;360;267,04;11600
11601;11701;1433;11-fev.-20;12;119,42;11601
11602;11702;67479;11-fev.-20;360;187,44;11602
11603;11703;85627;11-fev.-20;360;237,85;11603
11604;11704;46372;11-fev.-20;120;386,43;11604
11605;11705;26404;11-fev.-20;48;550,08;11605
11606;11706;36653;11-fev.-20;72;509,07;11606
11607;11707;59748;11-fev.-20;360;165,97;11607
11608;11708;75027;11-fev.-20;360;208,41;11608
11609;11709;86680;11-fev.-20;360;240,78;11609
11610;11710;99487;11-fev.-20;360;276,35;11610
11611;11711;93123;11-fev.-20;360;258,68;11611
11612;11712;25053;11-fev.-20;48;521,94;11612
11613;11713;24606;11-fev.-20;72;341,75;11613
11614;11714;9852;11-fev.-20;60;164,20;11614
11615;11715;13245;11-fev.-20;72;183,96;11615
11616;11716;21107;11-fev.-20;48;439,73;11616
11617;11717;78100;11-fev.-20;360;216,94;11617
11618;11718;28634;11-fev.-20;36;795,39;11618
11619;11719;98793;11-fev.-20;360;274,43;11619
11620;11720;10689;11-fev.-20;48;222,69;11620
11621;11721;97706;11-fev.-20;360;271,41;11621
11622;11722;12537;11-fev.-20;48;261,19;11622
11623;11723;69671;11-fev.-20;360;193,53;11623
11624;11724;43333;11-fev.-20;120;361,11;11624
11625;11725;9392;11-fev.-20;48;195,67;11625
11626;11726;93847;11-fev.-20;360;260,69;11626
11627;11727;95652;11-fev.-20;360;265,70;11627
11628;11728;64927;11-fev.-20;360;180,35;11628
11629;11729;99946;11-fev.-20;360;277,63;11629
11630;11730;94910;11-fev.-20;360;263,64;11630
11631;11731;80165;11-fev.-20;360;222,68;11631
11632;11732;27270;11-fev.-20;36;757,50;11632
11633;11733;4305;11-fev.-20;36;119,58;11633
11634;11734;21994;11-fev.-20;48;458,21;11634
11635;11735;30311;11-fev.-20;48;631,48;11635
11636;11736;27996;11-fev.-20;36;777,67;11636
11637;11737;79126;11-fev.-20;360;219,79;11637
11638;11738;85173;11-fev.-20;360;236,59;11638
11639;11739;27499;11-fev.-20;36;763,86;11639
11640;11740;5149;11-fev.-20;36;143,03;11640
11641;11741;71028;11-fev.-20;360;197,30;11641
11642;11742;38808;11-fev.-20;48;808,50;11642
11643;11743;17598;11-fev.-20;24;733,25;11643
11644;11744;86639;11-fev.-20;360;240,66;11644
11645;11745;77916;11-fev.-20;360;216,43;11645
11646;11746;30437;11-fev.-20;36;845,47;11646
11647;11747;97268;11-fev.-20;360;270,19;11647
11648;11748;16348;11-fev.-20;48;340,58;11648
11649;11749;13012;11-fev.-20;48;271,08;11649
11650;11750;4373;11-fev.-20;36;121,47;11650
11651;11751;70126;11-fev.-20;360;194,79;11651
11652;11752;70742;11-fev.-20;360;196,51;11652
11653;11753;72004;11-fev.-20;360;200,01;11653
11654;11754;97751;11-fev.-20;360;271,53;11654
11655;11755;84122;11-fev.-20;360;233,67;11655
11656;11756;35795;11-fev.-20;60;596,58;11656
11657;11757;1598;11-fev.-20;15;106,53;11657
11658;11758;21831;11-fev.-20;36;606,42;11658
11659;11759;77740;11-fev.-20;360;215,94;11659
11660;11760;36143;11-fev.-20;36;1003,97;11660
11661;11761;89721;11-fev.-20;360;249,23;11661
11662;11762;13739;11-fev.-20;36;381,64;11662
11663;11763;23687;11-fev.-20;60;394,78;11663
11664;11764;88264;11-fev.-20;360;245,18;11664
11665;11765;67531;11-fev.-20;360;187,59;11665
11666;11766;79125;11-fev.-20;360;219,79;11666
11667;11767;24408;11-fev.-20;48;508,50;11667
11668;11768;86611;11-fev.-20;360;240,59;11668
11669;11769;5782;11-fev.-20;60;96,37;11669
11670;11770;95317;11-fev.-20;360;264,77;11670
11671;11771;86963;11-fev.-20;360;241,56;11671
11672;11772;44756;11-fev.-20;120;372,97;11672
